"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.130632388E1,-4.950000346E-1,1.294950008E0,4.044000149E0,4.275027224E0
3.130878911E1,5.650500059E-1,1.897950053E0,7.138950348E0,7.408515910E0
3.131125426E1,1.429950118E0,7.560000420E-1,1.512600040E1,1.521223789E1
3.131371917E1,2.104950190E0,4.330500066E-1,1.346595097E1,1.363635520E1
3.131618417E1,0.000000000E0,9.550500512E-1,5.434050083E0,5.517338208E0
3.131864909E1,1.290000081E-1,1.992000103E0,5.484000206E0,5.836005798E0
3.132111432E1,1.380000114E0,1.126950026E0,1.365795040E1,1.377367147E1
3.132357956E1,2.119950056E0,3.870000243E-1,1.464495087E1,1.480265325E1
3.132604472E1,5.149500370E-1,8.640000224E-1,7.378050327E0,7.446294126E0
3.132850972E1,-2.599500120E-1,1.975050092E0,4.186050415E0,4.635883406E0
3.133097488E1,1.267050028E0,1.359000087E0,1.202505016E1,1.216774952E1
3.133343988E1,2.031000137E0,2.700000107E-1,1.553100109E1,1.566556276E1
3.133590503E1,1.114050031E0,6.619500518E-1,9.225000381E0,9.315573916E0
3.133836994E1,-4.950000346E-1,1.909950137E0,3.436050177E0,3.962243730E0
3.134083494E1,1.068000078E0,1.599000096E0,1.023105049E1,1.041017866E1
3.134329979E1,1.819950104E0,3.199500144E-1,1.613504982E1,1.624051782E1
3.134576471E1,1.576050043E0,5.760000348E-1,1.090605068E1,1.103438495E1
3.134822963E1,-6.360000372E-1,1.543950081E0,3.357000113E0,3.749363633E0
3.135069455E1,8.190000653E-1,1.789950132E0,8.538000107E0,8.761970578E0
3.135315924E1,1.624050021E0,4.920000136E-1,1.589700031E1,1.598731439E1
3.135562447E1,1.899000049E0,5.260500312E-1,1.234800053E1,1.250424115E1
3.135808940E1,-4.369500279E-1,1.278000116E0,4.171050072E0,4.384275120E0
3.136055455E1,4.840500355E-1,1.921950102E0,6.909000397E0,7.187661867E0
3.136301925E1,1.441950083E0,8.010000587E-1,1.504500103E1,1.513515369E1
3.136548441E1,2.115000010E0,4.540500343E-1,1.365600109E1,1.382627037E1
3.136794964E1,3.600000218E-2,1.018950105E0,5.704050064E0,5.794457908E0
3.137041456E1,6.705000252E-2,2.005950212E0,5.371050358E0,5.733804488E0
3.137287979E1,1.324050069E0,1.113000035E0,1.347405052E1,1.358462054E1
3.137534482E1,2.064000130E0,3.460500240E-1,1.470900059E1,1.485713786E1
3.137781005E1,5.869500041E-1,7.630500197E-1,7.680000305E0,7.740100796E0
3.138027551E1,-3.319500089E-1,1.953000069E0,4.054049969E0,4.512174778E0
3.138274051E1,1.164000034E0,1.407000065E0,1.177095032E1,1.191175120E1
3.138520574E1,1.951950073E0,2.959500253E-1,1.563900089E1,1.576312293E1
3.138767090E1,1.195050001E0,7.099500299E-1,9.522000313E0,9.622923854E0
3.139013620E1,-4.639500082E-1,1.836000085E0,3.340050220E0,3.839541821E0
3.139260136E1,1.042050004E0,1.582050085E0,9.951000214E0,1.012971648E1
3.139506628E1,1.777050138E0,3.510000110E-1,1.612995148E1,1.623134138E1
3.139753151E1,1.642950058E0,5.830500126E-1,1.114095020E1,1.127652445E1
3.139999652E1,-6.700500250E-1,1.513050079E0,3.418950081E0,3.798355859E0
3.140246198E1,8.119500279E-1,1.807050109E0,8.204999924E0,8.440777019E0
3.140492698E1,1.561950088E0,6.220500469E-1,1.574700069E1,1.583649788E1
3.140739190E1,1.942050099E0,5.070000291E-1,1.259505081E1,1.275397634E1
3.140985682E1,-3.750000298E-1,1.150950074E0,4.461000443E0,4.622319336E0
3.141232208E1,4.840500355E-1,1.912950039E0,6.553950310E0,6.844556008E0
3.141478693E1,1.417950034E0,9.259500504E-1,1.476195049E1,1.485877344E1
3.141725185E1,2.104950190E0,4.279500246E-1,1.388295078E1,1.404814148E1
3.141971655E1,2.250000089E-1,9.190500379E-1,6.195000172E0,6.266841717E0
3.142218170E1,-5.205000192E-2,1.933950067E0,4.969050407E0,5.332385396E0
3.142464693E1,1.276950002E0,1.197000027E0,1.296105099E1,1.307869462E1
3.142711162E1,2.083950043E0,3.100500107E-1,1.502805042E1,1.517502153E1
3.142957678E1,7.690500617E-1,7.249500155E-1,8.263950348E0,8.331258361E0
3.143204170E1,-4.129500091E-1,1.933950067E0,3.850050211E0,4.328230262E0
3.143450670E1,1.140000105E0,1.471950054E0,1.115295029E1,1.130727807E1
3.143697181E1,1.903950095E0,3.300000131E-1,1.580895042E1,1.592660791E1
3.143943642E1,1.333950043E0,6.409500241E-1,1.010895061E1,1.021670799E1
3.144190135E1,-5.620500445E-1,1.719000101E0,3.280050039E0,3.745609411E0
3.144436604E1,9.580500722E-1,1.663950086E0,9.330000877E0,9.525518684E0
3.144683119E1,1.738950133E0,4.489500225E-1,1.607700157E1,1.617700477E1
3.144929612E1,1.768050075E0,5.470499992E-1,1.165800095E1,1.180399300E1
3.145176081E1,-5.740500093E-1,1.386000037E0,3.664050102E0,3.959266683E0
3.145422605E1,7.570500374E-1,1.861950040E0,7.738050461E0,7.994836311E0
3.145669120E1,1.564050078E0,7.060500383E-1,1.548495102E1,1.557974542E1
3.145915620E1,2.017050028E0,5.190000534E-1,1.298700047E1,1.315294769E1
3.146162101E1,-1.690500081E-1,1.057950020E0,4.926000118E0,5.041161901E0
3.146408570E1,3.109500110E-1,1.927050114E0,6.043950081E0,6.351341955E0
3.146655086E1,1.353000045E0,1.036050081E0,1.430895042E1,1.441006839E1
3.146901586E1,2.136000156E0,4.519500136E-1,1.424205112E1,1.440842725E1
3.147148109E1,3.040500283E-1,8.299500346E-1,6.688950539E0,6.747097360E0
3.147394622E1,-1.740000099E-1,1.977000117E0,4.612050056E0,5.020937282E0
3.147641084E1,1.252950072E0,1.291950107E0,1.258005047E1,1.270813475E1
3.147887584E1,2.076000214E0,2.860500216E-1,1.530600071E1,1.544879475E1
3.148134107E1,9.120000601E-1,6.859500408E-1,8.640000343E0,8.715037435E0
3.148380599E1,-4.590000212E-1,1.945950150E0,3.655950069E0,4.166938195E0
3.148627122E1,1.116000056E0,1.503000021E0,1.075995064E1,1.092158427E1
3.148873614E1,1.891950130E0,3.100500107E-1,1.594500065E1,1.605984595E1
3.149120130E1,1.437000036E0,5.910000205E-1,1.044600010E1,1.056092648E1
3.149366630E1,-6.030000448E-1,1.690050125E0,3.307050228E0,3.762507102E0
3.149613122E1,9.220500588E-1,1.731000066E0,9.004950523E0,9.216055092E0
3.149859627E1,1.648050070E0,4.440000355E-1,1.594305038E1,1.603415294E1
3.150106096E1,1.818000078E0,5.190000534E-1,1.193805027E1,1.208683290E1
3.150352643E1,-5.929500461E-1,1.342950106E0,3.781050205E0,4.056038141E0
3.150599142E1,6.730500460E-1,1.882050037E0,7.491000175E0,7.753076314E0
3.150845658E1,1.498950124E0,7.030500174E-1,1.533705044E1,1.542615464E1
3.151092157E1,2.064000130E0,5.070000291E-1,1.316895103E1,1.333935594E1
3.151338673E1,-1.000500023E-1,1.066950083E0,5.179950237E0,5.289638640E0
3.151585165E1,2.470500171E-1,1.951050043E0,5.821950436E0,6.145139287E0
3.151831688E1,1.336050034E0,1.053000093E0,1.408200073E1,1.418437815E1
3.152078211E1,2.152950048E0,3.940500319E-1,1.440105057E1,1.456642464E1
3.152324735E1,4.219500124E-1,8.010000587E-1,6.964050293E0,7.022651877E0
3.152571235E1,-2.190000117E-1,1.980000138E0,4.344000340E0,4.778985300E0
3.152817727E1,1.195050001E0,1.300050020E0,1.231695080E1,1.244289161E1
3.153064243E1,2.062050104E0,2.980500162E-1,1.542105103E1,1.556115996E1
3.153310712E1,1.024950027E0,6.619500518E-1,8.896950722E0,8.980224528E0
3.153557226E1,-4.950000346E-1,1.891050100E0,3.522000074E0,4.028098812E0
3.153803749E1,1.129950047E0,1.531950116E0,1.049205017E1,1.066333789E1
3.154050280E1,1.879950047E0,2.980500162E-1,1.608900070E1,1.620120334E1
3.154296803E1,1.528050065E0,6.480000019E-1,1.068105030E1,1.080924033E1
3.154543295E1,-6.220500469E-1,1.647000074E0,3.324000120E0,3.761453483E0
3.154789788E1,9.220500588E-1,1.792950034E0,8.758049965E0,8.987117743E0
3.155036303E1,1.677000046E0,4.920000136E-1,1.595205116E1,1.604750228E1
3.155282795E1,1.918050051E0,5.209500194E-1,1.220700073E1,1.236774724E1
3.155529326E1,-4.639500082E-1,1.273050070E0,3.961050272E0,4.186385714E0
3.155775849E1,5.680500269E-1,1.903050065E0,7.182000160E0,7.451537203E0
3.156022341E1,1.456050038E0,8.059500456E-1,1.512405109E1,1.521533958E1
3.156268864E1,2.068950176E0,4.999500215E-1,1.338495064E1,1.355313279E1
3.156515356E1,-1.800000109E-2,1.042950034E0,5.461950302E0,5.560662719E0
3.156761872E1,1.170000061E-1,1.980000138E0,5.556000233E0,5.899426085E0
3.157008403E1,1.332000017E0,1.065000057E0,1.370595074E1,1.381164490E1
3.157254893E1,2.110050201E0,3.510000110E-1,1.455105114E1,1.470743357E1
3.157501439E1,4.980000257E-1,7.849500179E-1,7.362000465E0,7.420458302E0
3.157747939E1,-2.820000052E-1,1.968000054E0,4.190999985E0,4.638645178E0
3.157994454E1,1.183050036E0,1.383000016E0,1.192605019E1,1.206411909E1
3.158240954E1,1.971000075E0,3.010500073E-1,1.556895065E1,1.569610451E1
3.158487469E1,1.135050058E0,6.769500375E-1,9.352050781E0,9.444969762E0
3.158733993E1,-4.950000346E-1,1.840950131E0,3.397950172E0,3.896176048E0
3.158980516E1,1.075049996E0,1.570050120E0,1.009695053E1,1.027468734E1
3.159227039E1,1.861050129E0,3.490500152E-1,1.607700157E1,1.618812290E1
3.159473562E1,1.633050084E0,6.700500250E-1,1.099995041E1,1.114067900E1
3.159720063E1,-6.619500518E-1,1.551000118E0,3.445950270E0,3.836450508E0
3.159966609E1,8.670000434E-1,1.740000129E0,8.434950829E0,8.656077923E0
3.160213101E1,1.576050043E0,5.790000558E-1,1.584705067E1,1.593575193E1
3.160459632E1,1.915950060E0,4.900500178E-1,1.246995068E1,1.262579437E1
3.160706178E1,-3.850500286E-1,1.186950088E0,4.336950302E0,4.512898399E0
3.160952700E1,4.480500221E-1,1.933950067E0,6.724050522E0,7.010974761E0
3.161199223E1,1.426950097E0,8.350500464E-1,1.487505054E1,1.496665039E1
3.161445746E1,2.115000010E0,4.590000212E-1,1.373700047E1,1.390644052E1
3.161692277E1,7.200000435E-2,9.280500412E-1,5.910000324E0,5.982855899E0
3.161938800E1,-1.050000079E-3,2.004000187E0,5.179950237E0,5.554088792E0
3.162185315E1,1.291050076E0,1.197000027E0,1.323405075E1,1.335064488E1
3.162431838E1,2.107950211E0,3.580500185E-1,1.494195080E1,1.509415607E1
3.162678338E1,6.610500216E-1,7.249500155E-1,7.921950340E0,7.982470598E0
3.162924854E1,-3.559500277E-1,1.981950045E0,3.958050251E0,4.440831926E0
3.163171354E1,1.209000111E0,1.441050053E0,1.149495029E1,1.164784052E1
3.163417870E1,1.996950150E0,2.939999998E-1,1.572705078E1,1.585605159E1
3.163664401E1,1.269000053E0,6.499500275E-1,9.754050255E0,9.857702194E0
3.163910917E1,-5.209500194E-1,1.807050109E0,3.277950048E0,3.779123647E0
3.164157440E1,1.024950027E0,1.627950072E0,9.760950089E0,9.948713014E0
3.164403963E1,1.806000113E0,3.820500076E-1,1.615605164E1,1.626116856E1
3.164650463E1,1.698000073E0,5.809500217E-1,1.128495026E1,1.142675848E1
3.164896978E1,-6.820500493E-1,1.537050128E0,3.430950165E0,3.820881364E0
3.165143470E1,7.740000486E-1,1.843050122E0,8.113950729E0,8.356560672E0
3.165390001E1,1.605000019E0,5.929500461E-1,1.577505112E1,1.586757236E1
3.165636547E1,2.005050182E0,4.900500178E-1,1.268805027E1,1.285484325E1
3.165883072E1,-3.490500152E-1,1.165050030E0,4.492050171E0,4.653782572E0
3.166129572E1,3.949500322E-1,1.921950102E0,6.468000412E0,6.759061107E0
3.166376095E1,1.429950118E0,9.310500622E-1,1.470705032E1,1.480570636E1
3.166622588E1,2.131950140E0,4.729500115E-1,1.392195034E1,1.409218203E1
3.166869111E1,1.129500046E-1,8.779500127E-1,6.099000454E0,6.162901952E0
3.167115625E1,-1.605000161E-2,1.977000117E0,5.011950016E0,5.387803822E0
3.167362148E1,1.329000115E0,1.158000112E0,1.307805061E1,1.319631060E1
3.167608671E1,2.091000080E0,3.270000219E-1,1.498200035E1,1.513074832E1
3.167855163E1,7.279500365E-1,7.699500322E-1,8.049000740E0,8.118444877E0
3.168101663E1,-3.889500201E-1,1.941000104E0,3.931950092E0,4.402157999E0
3.168348151E1,1.192950010E0,1.398000121E0,1.138800049E1,1.153534088E1
3.168594651E1,1.987950087E0,2.740500271E-1,1.576800060E1,1.589518455E1
3.168841174E1,1.281000018E0,6.499500275E-1,9.895050049E0,9.998770502E0
3.169087666E1,-5.689499974E-1,1.776000142E0,3.276000261E0,3.769623100E0
3.169334159E1,9.769500494E-1,1.663950086E0,9.655950546E0,9.846854434E0
3.169580693E1,1.803000093E0,4.230000079E-1,1.613895035E1,1.624485939E1
3.169827217E1,1.789050102E0,5.569500327E-1,1.135200024E1,1.150559877E1
3.170073740E1,-6.289500594E-1,1.446000099E0,3.510000229E0,3.847934000E0
3.170320263E1,7.999500632E-1,1.825950146E0,8.049000740E0,8.292190721E0
3.170566809E1,1.573950052E0,6.150000095E-1,1.572705078E1,1.581757472E1
3.170813334E1,1.996950150E0,5.310000181E-1,1.273395061E1,1.290051430E1
3.171059826E1,-2.860500216E-1,1.173000097E0,4.537950039E0,4.695822015E0
3.171306349E1,3.780000210E-1,1.920000076E0,6.387000084E0,6.680048980E0
3.171552842E1,1.411050081E0,8.970000148E-1,1.465200043E1,1.474709422E1
3.171799372E1,2.128950119E0,4.279500246E-1,1.392195034E1,1.409028996E1
3.172045926E1,2.010000050E-1,9.000000358E-1,6.207000256E0,6.275129739E0
3.172292449E1,-1.095000096E-2,1.977000117E0,4.957050323E0,5.336759061E0
3.172538995E1,1.279050112E0,1.201050043E0,1.303095055E1,1.314854222E1
3.172785526E1,2.116950035E0,3.199500144E-1,1.507395077E1,1.522523685E1
3.173032072E1,7.660500407E-1,7.320000529E-1,8.133000374E0,8.201728588E0
3.173278605E1,-4.420500100E-1,1.981950045E0,3.834000111E0,4.338558636E0
3.173525151E1,1.144950032E0,1.447950125E0,1.128705025E1,1.143700019E1
3.173771682E1,1.918050051E0,3.250500262E-1,1.581795120E1,1.593713129E1
3.174018228E1,1.291050076E0,6.460500360E-1,9.951000214E0,1.005517758E1
3.174264728E1,-5.620500445E-1,1.774050117E0,3.223050117E0,3.721720856E0
3.174511275E1,9.940500259E-1,1.656000137E0,9.538950920E0,9.732525703E0
3.174757775E1,1.756050110E0,3.970500231E-1,1.608405113E1,1.618450066E1
3.175004268E1,1.744050026E0,5.790000558E-1,1.150305080E1,1.164891108E1
3.175250791E1,-6.030000448E-1,1.450050116E0,3.526950121E0,3.860781209E0
3.175497306E1,7.879500389E-1,1.888950109E0,8.049000740E0,8.305143629E0
3.175743829E1,1.554000020E0,6.409500241E-1,1.573905087E1,1.582856453E1
3.175990352E1,2.023950100E0,4.849500358E-1,1.272900105E1,1.289802381E1
3.176236875E1,-3.319500089E-1,1.149000049E0,4.521000385E0,4.676519689E0
3.176483398E1,4.000500143E-1,1.939050078E0,6.448950291E0,6.746029578E0
3.176729898E1,1.393950105E0,9.259500504E-1,1.471905041E1,1.481387611E1
3.176976445E1,2.167050123E0,4.330500066E-1,1.393800068E1,1.411210479E1
3.177222976E1,1.890000105E-1,9.000000358E-1,6.123000145E0,6.191676012E0
3.177469522E1,-5.205000192E-2,1.999050140E0,5.043000221E0,5.425012617E0
3.177716053E1,1.281000018E0,1.185000062E0,1.307100105E1,1.318697292E1
3.177962569E1,2.131950140E0,2.959500253E-1,1.500600052E1,1.515957946E1
3.178209093E1,7.380000353E-1,7.180500627E-1,8.035050392E0,8.100757665E0
3.178455616E1,-4.110000134E-1,1.957950115E0,3.891000271E0,4.375199741E0
3.178702139E1,1.168950081E0,1.423950076E0,1.143795013E1,1.158536928E1
3.178948693E1,1.990050077E0,2.479500175E-1,1.572300053E1,1.585037930E1
3.179195216E1,1.236000061E0,6.310500503E-1,9.808950424E0,9.906635591E0
3.179441739E1,-5.670000315E-1,1.824000120E0,3.265950203E0,3.783503165E0
3.179688262E1,1.012950063E0,1.591950059E0,9.790050507E0,9.970228771E0
3.179934785E1,1.747950077E0,3.970500231E-1,1.616805077E1,1.626710926E1
3.180181285E1,1.665000081E0,5.980500579E-1,1.124100018E1,1.137936615E1
3.180427808E1,-6.550500393E-1,1.504950047E0,3.364050150E0,3.743100133E0
3.180674323E1,8.209500313E-1,1.852950096E0,8.218950272E0,8.465135946E0
3.180920823E1,1.617000103E0,5.860500336E-1,1.576995087E1,1.586346413E1
3.181167316E1,2.007000208E0,4.920000136E-1,1.255200100E1,1.272096077E1
3.181413839E1,-4.399500191E-1,1.180050015E0,4.291050434E0,4.472045157E0
3.181660354E1,4.309500158E-1,1.965000153E0,6.685950279E0,6.982039434E0
3.181906887E1,1.477950096E0,8.209500313E-1,1.492500114E1,1.502045121E1
3.182153410E1,2.188950062E0,4.249500334E-1,1.376295090E1,1.394241379E1
3.182399956E1,5.700000376E-2,9.469500184E-1,5.743050098E0,5.820875172E0
3.182646510E1,4.950000439E-3,1.972950101E0,5.218050480E0,5.578584714E0
3.182893040E1,1.329000115E0,1.126950026E0,1.347600079E1,1.358818806E1
3.183139564E1,2.111999989E0,3.649500310E-1,1.481700039E1,1.497121348E1
3.183386079E1,5.460000038E-1,7.849500179E-1,7.647000313E0,7.706547626E0
3.183632579E1,-3.100500107E-1,2.011049986E0,4.066050053E0,4.546780849E0
3.183879102E1,1.240950108E0,1.369050026E0,1.192905045E1,1.207130895E1
3.184125618E1,2.029050112E0,2.939999998E-1,1.561005116E1,1.574411564E1
3.184372110E1,1.164000034E0,6.619500518E-1,9.340050697E0,9.435550910E0
3.184618602E1,-5.980500579E-1,1.873950124E0,3.391050100E0,3.920277251E0
3.184865094E1,1.096950054E0,1.612950087E0,1.020405006E1,1.038881827E1
3.185111564E1,1.815000057E0,2.910000086E-1,1.613205147E1,1.623644021E1
3.185358079E1,1.582950115E0,5.790000558E-1,1.088505077E1,1.101477655E1
3.185604574E1,-6.529500484E-1,1.630050063E0,3.249000072E0,3.693156975E0
3.185851074E1,8.839500546E-1,1.795050144E0,8.593050003E0,8.822929280E0
3.186097558E1,1.681050062E0,4.950000346E-1,1.592595100E1,1.602207445E1
3.186344028E1,1.930050135E0,5.119500160E-1,1.231695080E1,1.247775875E1
3.186590543E1,-4.900500178E-1,1.309050083E0,3.999000072E0,4.236243940E0
3.186837011E1,6.010500193E-1,1.939050078E0,7.036050320E0,7.323058134E0
3.187083526E1,1.465950012E0,8.010000587E-1,1.514100075E1,1.523287610E1
3.187330049E1,2.127000093E0,4.609500170E-1,1.347600079E1,1.365061176E1
3.187576549E1,-3.000000119E-2,9.949500561E-1,5.446050167E0,5.536270228E0
3.187823072E1,1.150500029E-1,2.008050203E0,5.577000141E0,5.928611363E0
3.188069588E1,1.339050055E0,1.077000022E0,1.379895020E1,1.390553885E1
3.188316088E1,2.127000093E0,3.889500201E-1,1.457505035E1,1.473456835E1
3.188562611E1,4.650000334E-1,8.040000200E-1,7.263000488E0,7.322145666E0
3.188809126E1,-2.910000086E-1,2.001000166E0,4.243050098E0,4.700229442E0
3.189055626E1,1.237950087E0,1.345050097E0,1.220700073E1,1.234311740E1
3.189302117E1,2.067000151E0,3.220500052E-1,1.552395058E1,1.566426658E1
3.189548640E1,1.080000043E0,6.240000129E-1,9.037950516E0,9.123613628E0
3.189795155E1,-5.160000324E-1,1.870050073E0,3.465000153E0,3.971091709E0
3.190041655E1,1.126049995E0,1.564950109E0,1.045395088E1,1.063024677E1
3.190288178E1,1.885050058E0,3.199500144E-1,1.605300140E1,1.616646640E1
3.190534726E1,1.504050016E0,5.910000205E-1,1.068795013E1,1.080942762E1
3.190781226E1,-6.700500250E-1,1.639950037E0,3.237000227E0,3.690064177E0
3.191027749E1,9.169500470E-1,1.776000142E0,8.796000481E0,9.020232721E0
3.191274264E1,1.662000060E0,4.489500225E-1,1.596195030E1,1.605452141E1
3.191520764E1,1.921050072E0,5.310000181E-1,1.212300014E1,1.228574487E1
3.191767286E1,-5.790000558E-1,1.303950071E0,3.850050211E0,4.105899838E0
3.192013801E1,6.709500551E-1,1.860000134E0,7.350000381E0,7.611325777E0
3.192260324E1,1.474950075E0,7.080000043E-1,1.533900070E1,1.542600675E1
3.192506824E1,2.111999989E0,4.969500303E-1,1.327500057E1,1.345113911E1
3.192753340E1,-9.195000678E-2,1.038000107E0,5.074050426E0,5.179950459E0
3.192999869E1,2.920500040E-1,1.936950088E0,5.878950119E0,6.196702619E0
3.193246392E1,1.360050082E0,1.024049997E0,1.420905113E1,1.431067953E1
3.193492938E1,2.148000002E0,4.180500209E-1,1.434795094E1,1.451386805E1
3.193739469E1,3.210000098E-1,8.659500480E-1,6.684000492E0,6.747501246E0
3.193986015E1,-1.740000099E-1,2.044049978E0,4.588050365E0,5.025795705E0
3.194232547E1,1.297950029E0,1.264050007E0,1.268595028E1,1.281467250E1
3.194479070E1,2.107950211E0,3.180000186E-1,1.527705097E1,1.542507259E1
3.194725594E1,8.410500288E-1,6.619500518E-1,8.461050034E0,8.528476458E0
3.194972117E1,-5.089499950E-1,1.941000104E0,3.622950077E0,4.141530968E0
3.195218663E1,1.183050036E0,1.483950019E0,1.109805012E1,1.125914879E1
3.195465216E1,1.927950144E0,3.060000241E-1,1.589505100E1,1.601447077E1
3.195711739E1,1.368000031E0,6.120000482E-1,1.010100079E1,1.021157113E1
3.195958262E1,-6.240000129E-1,1.813950062E0,3.163050175E0,3.699280640E0
3.196204762E1,9.870000482E-1,1.731000066E0,9.543000221E0,9.748814469E0
3.196451285E1,1.756050110E0,4.060500264E-1,1.615095139E1,1.625120978E1
3.196697801E1,1.771950126E0,5.380499959E-1,1.143495083E1,1.158392876E1
3.196944301E1,-6.840000153E-1,1.465050101E0,3.427050114E0,3.789313962E0
3.197190824E1,8.530500531E-1,1.885950089E0,8.050950050E0,8.312779249E0
3.197437347E1,1.621050119E0,5.710500479E-1,1.570305061E1,1.579682564E1
3.197683870E1,2.067000151E0,5.040000081E-1,1.268805027E1,1.286519045E1
3.197930384E1,-4.110000134E-1,1.240050077E0,4.380000114E0,4.570672402E0
3.198176884E1,4.380000234E-1,1.956000090E0,6.589950085E0,6.888049251E0
3.198423408E1,1.459050059E0,8.710500598E-1,1.483395100E1,1.493096304E1
3.198669931E1,2.148000002E0,4.519500136E-1,1.379205036E1,1.396562981E1
3.198916454E1,9.795000404E-2,9.930000305E-1,5.734950066E0,5.821107757E0
3.199162968E1,2.400000021E-2,2.025000095E0,5.260950089E0,5.637268596E0
3.199409468E1,1.315050006E0,1.125000000E0,1.349805069E1,1.360853974E1
3.199655960E1,2.158050060E0,3.799500167E-1,1.483395100E1,1.499492061E1
3.199902476E1,5.580000281E-1,7.530000210E-1,7.536000252E0,7.594055100E0
3.200148976E1,-2.959500253E-1,2.044049978E0,4.044000149E0,4.540888012E0
3.200395498E1,1.237950087E0,1.399950027E0,1.201995087E1,1.216435774E1
3.200641991E1,2.023950100E0,3.199500144E-1,1.557600117E1,1.571020542E1
3.200888475E1,1.138050079E0,6.619500518E-1,9.199050903E0,9.292786093E0
3.201134944E1,-5.640000105E-1,1.891050100E0,3.406950235E0,3.937191436E0
3.201381460E1,1.092000008E0,1.534050107E0,1.040595055E1,1.057495062E1
3.201627958E1,1.902000070E0,3.130500019E-1,1.608900070E1,1.620405962E1
3.201874505E1,1.554000020E0,5.790000558E-1,1.074600029E1,1.087320925E1
3.202121005E1,-6.940500140E-1,1.668000102E0,3.201000214E0,3.675640370E0
3.202367551E1,8.860500455E-1,1.807050109E0,8.808000565E0,9.035009061E0
3.202614043E1,1.677000046E0,4.590000212E-1,1.600005150E1,1.609424301E1
3.202860543E1,1.909050107E0,4.900500178E-1,1.208895016E1,1.224856470E1
3.203107058E1,-6.120000482E-1,1.321050048E0,3.759000063E0,4.031103913E0
3.203353527E1,6.439500451E-1,1.933950067E0,7.407000542E0,7.682349351E0
3.203600043E1,1.552050114E0,7.150500417E-1,1.539000034E1,1.548458158E1
3.203846543E1,2.155950069E0,4.759500325E-1,1.319295025E1,1.337641901E1
3.204093066E1,-1.830000132E-1,1.057950020E0,4.926000118E0,5.041648978E0
3.204339558E1,2.440500110E-1,2.013000011E0,5.968050480E0,6.303122717E0
3.204586051E1,1.368000031E0,9.709500670E-1,1.433100033E1,1.442885091E1
3.204832566E1,2.196000099E0,3.889500201E-1,1.428105068E1,1.445413806E1
3.205079089E1,2.800500095E-1,8.470500112E-1,6.580950260E0,6.641146592E0
3.205325611E1,-1.740000099E-1,2.020050049E0,4.741050243E0,5.156397542E0
3.205572134E1,1.272000074E0,1.273050070E0,1.282905102E1,1.295465903E1
3.205818657E1,2.140950203E0,2.939999998E-1,1.522695065E1,1.537953607E1
3.206065180E1,8.329500556E-1,6.700500250E-1,8.308050156E0,8.376542856E0
3.206311680E1,-4.440000355E-1,1.980000138E0,3.670950174E0,4.194450114E0
3.206558197E1,1.183050036E0,1.482000113E0,1.126500034E1,1.142349178E1
3.206804697E1,2.005050182E0,3.100500107E-1,1.584000111E1,1.596940801E1
3.207051220E1,1.305000067E0,6.289500594E-1,9.936000824E0,1.004105152E1
3.207297774E1,-6.379500031E-1,1.825950146E0,3.217950106E0,3.754500902E0
3.207544297E1,1.012950063E0,1.672950029E0,9.711000443E0,9.905975935E0
3.207790811E1,1.770000100E0,3.300000131E-1,1.614599991E1,1.624607994E1
3.208037311E1,1.722000122E0,5.470499992E-1,1.129395008E1,1.143756340E1
3.208283834E1,-7.270500064E-1,1.525050044E0,3.418950081E0,3.813607086E0
3.208530357E1,8.140500188E-1,1.864950061E0,8.200050354E0,8.448759789E0
3.208776849E1,1.582950115E0,5.670000315E-1,1.574700069E1,1.583651638E1
3.209023369E1,1.996950150E0,4.950000346E-1,1.258500099E1,1.275206199E1
3.209269892E1,-4.300500154E-1,1.210950017E0,4.252950191E0,4.442851369E0
3.209516415E1,5.269500017E-1,2.020050049E0,6.732000351E0,7.048269804E0
3.209762931E1,1.483050108E0,8.440500498E-1,1.500600052E1,1.510271200E1
3.210009454E1,2.148000002E0,4.420500100E-1,1.370805073E1,1.388236172E1
3.210255953E1,7.050000131E-3,9.520500302E-1,5.599050045E0,5.679419897E0
3.210502476E1,4.995000362E-2,2.001000166E0,5.368950367E0,5.729932348E0
3.210749022E1,1.320000052E0,1.090950012E0,1.364595032E1,1.375298266E1
3.210995522E1,2.116950035E0,3.970500231E-1,1.470195103E1,1.485888590E1
3.211242038E1,5.010000467E-1,7.770000100E-1,7.431000233E0,7.488290494E0
3.211488531E1,-3.030000031E-1,2.017950058E0,4.120950222E0,4.598495642E0
3.211735023E1,1.225950003E0,1.363950014E0,1.206795025E1,1.220650385E1
3.211981546E1,2.076000214E0,3.150000274E-1,1.558800030E1,1.572878747E1
3.212228069E1,1.096950054E0,6.460500360E-1,9.145950317E0,9.234126233E0
3.212474592E1,-5.640000105E-1,1.843050122E0,3.430950165E0,3.935269851E0
3.212721086E1,1.108950019E0,1.549050093E0,1.035300064E1,1.052682044E1
3.212967578E1,1.891950130E0,3.390000165E-1,1.610295105E1,1.621725713E1
3.213214078E1,1.573950052E0,5.929500461E-1,1.084605026E1,1.097568744E1
3.213460594E1,-6.430500150E-1,1.612950087E0,3.340050220E0,3.764446411E0
3.213707124E1,8.530500531E-1,1.771050096E0,8.692950249E0,8.912446177E0
